employee_id,date_of_birth,date_of_joining,exit_date,employment_status,exit_reason,retirement_age,spouse_eligible_flag,spouse_date_of_birth,superannuation_join_date,diagnostic_attained_age_years,diagnostic_joining_age_years,diagnostic_service_years,missing_date_of_birth_flag,missing_date_of_joining_flag,missing_retirement_age_flag,spouse_eligible_missing_dob_flag,dob_after_valuation_flag,doj_after_valuation_flag,doj_on_or_before_dob_flag,exit_before_joining_flag,active_with_exit_date_flag,inactive_without_exit_date_flag,active_with_exit_reason_flag,inactive_without_exit_reason_flag,status_exit_reason_mismatch_flag,superannuation_join_before_company_join_flag,superannuation_join_after_valuation_flag,unusual_joining_age_flag,impossible_attained_age_flag,active_past_retirement_age_flag
E09745,1987-04-04,2001-04-04,,Active,,60,No,,2014-12-07,39.4113620807666,14.001368925393566,25.409993155373034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09747,1984-08-24,2017-05-26,,Exited,Withdrawal,60,No,,2017-12-04,42.02053388090349,32.75290896646133,9.267624914442163,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09750,,2024-12-28,,Active,,60,Yes,1995-05-12,2025-10-10,,,1.675564681724846,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09765,,2022-01-05,,Active,,60,Yes,1980-11-19,,,,4.654346338124572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09782,1988-07-03,,,Active,,60,No,,,38.16290212183436,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09821,1994-03-16,2024-01-27,,Early Retired,Early Retirement,60,Yes,1995-05-28,,32.46269678302532,29.867214236824093,2.595482546201232,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09826,1996-11-04,2024-02-22,,Exited,Withdrawal,60,Yes,1999-05-15,2025-01-21,29.82340862422998,27.299110198494184,2.524298425735797,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E09858,1996-10-25,2014-10-25,,Active,,60,Yes,1994-10-01,,29.8507871321013,17.998631074606433,11.852156057494867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09867,,2018-02-23,,Active,,60,Yes,1976-02-06,2018-04-27,,,8.5201916495551,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09870,1996-05-26,2014-05-26,2022-10-13,Exited,Withdrawal,60,Yes,1998-04-03,,30.26694045174538,17.998631074606433,8.383299110198495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09877,2000-05-10,2018-05-10,2023-03-14,Exited,Withdrawal,60,No,,2018-06-19,26.310746064339494,17.998631074606433,4.843258042436688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09886,,2024-05-07,2024-08-21,Exited,Withdrawal,60,No,,,,,0.29021218343600275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09907,1997-03-04,2015-03-04,,Active,,60,Yes,1994-12-31,2015-09-22,29.49486652977413,17.998631074606433,11.496235455167694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09920,1996-06-08,2014-06-08,,Active,,60,Yes,1995-04-09,,30.23134839151266,17.998631074606433,12.232717316906228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09929,2004-06-14,2022-06-14,,Active,,60,No,,2023-01-27,22.21492128678987,17.998631074606433,4.216290212183436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E09930,1993-03-27,,,Active,,60,No,,2012-02-04,33.43189596167009,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09131,2002-01-15,2020-01-15,,Active,,60,No,,2020-08-10,24.62696783025325,17.998631074606433,6.628336755646817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04903,1993-09-25,2011-09-25,,Active,,60,No,,,32.93360711841205,17.998631074606433,14.934976043805612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04714,2000-08-31,2018-08-31,,Active,,60,Yes,2008-12-01,2018-11-13,26.001368925393567,17.998631074606433,8.002737850787133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
